Name,Organization,Date,Location,Profile Link
Ibrahim Abd al-Qader,"Eye on the Homeland, Raqqa is Being Slaughtered Silently","October 30, 2015",Turkey,https://cpj.org/data/people/ibrahim-abd-al-qader/
Ibrahim Abdallah (Ibrahim Showtime),Freelance,"June 28 or 29, 2024",Sudan,https://cpj.org/data/people/ibrahim-abdallah-ibrahim-showtime/
Ibrahim Al-Gharbawi,Freelance,"April 26, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ibrahim-al-gharbawi/
Ibrahim al-Munjar,Sy24,"May 17, 2018",Syria,https://cpj.org/data/people/ibrahim-al-munjar/
Ibrahim Goskel,Freelancer,"July 10, 1993",Bosnia,https://cpj.org/data/people/ibrahim-goskel/
Ibrahim Mohammad Lafi,Ain Media,"October 7, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ibrahim-mohammad-lafi/
Ibrahim Muhareb,Freelance,"August 18, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ibrahim-muhareb/
Ibrahim Omar,Al Jazeera,"July 11, 2016",Syria,https://cpj.org/data/people/ibrahim-omar/
Ibrahim Seneid,Al-Bashara,"June 13, 2006",Iraq,https://cpj.org/data/people/ibrahim-seneid/
Igor Aleksandrov,Tor,"July 7, 2001",Ukraine,https://cpj.org/data/people/igor-aleksandrov/
Igor Belozyorov,Ostankino State Broadcasting Company,"October 3, 1993",Russia,https://cpj.org/data/people/igor-belozyorov/
Igor Domnikov,Novaya Gazeta,"July 16, 2000",Russia,https://cpj.org/data/people/igor-domnikov/
Igor Hrushetsky,Freelancer,"May 10, 1996",Ukraine,https://cpj.org/data/people/igor-hrushetsky/
Igor Kornelyuk,VGTRK,"June 17, 2014",Ukraine,https://cpj.org/data/people/igor-kornelyuk/
Ihab Mu'd,Al-Sharqiya,"September 13, 2008",Iraq,https://cpj.org/data/people/ihab-mud/
Ihor Hudenko,Freelance,"February 26, 2022",Ukraine,https://cpj.org/data/people/ihor-hudenko/
Ihsan al-Buni,Al-Thawra,"July 12, 2012",Syria,https://cpj.org/data/people/ihsan-al-buni/
Ilan Roeh,Israel Radio,"February 28, 1999",Lebanon,https://cpj.org/data/people/ilan-roeh/
Ilaria Alpi,RAI-3 Television,"March 20, 1994",Somalia,https://cpj.org/data/people/ilaria-alpi/
Iliyas Hossain,Dainik Bijoy,"October 11, 2020",Bangladesh,https://cpj.org/data/people/iliyas-hossain/
Imad Abu Zahra,Freelance,"July 12, 2002",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/imad-abu-zahra/
Iman Al Shanti,"Freelance,Al-Aqsa Radio,AJ+","December 11, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/iman-al-shanti/
Imran Shaikh,Samaa TV,"January 10, 2013",Pakistan,https://cpj.org/data/people/imran-shaikh/
Indika Pathinivasan,Maharaja Television Network,"December 18, 1999",Sri Lanka,https://cpj.org/data/people/indika-pathinivasan/
Irshad Mastoi,"Online International News Network, ARY News","August 28, 2014",Pakistan,https://cpj.org/data/people/irshad-mastoi/
Isaivizhi Chempiyan,Voice of Tigers,"November 27, 2007",Sri Lanka,https://cpj.org/data/people/isaivizhi-chempiyan/
Ishmael Jalloh,Freelancer,"June 3, 1997",Sierra Leone,https://cpj.org/data/people/ishmael-jalloh/
Ismael Jaimes,La Opinion,"May 6, 1992",Colombia,https://cpj.org/data/people/ismael-jaimes/
Ismail Al Ghoul,Al Jazeera Arabic,"July 31, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ismail-al-ghoul/
Ismail Amin Ali,freelance,"August 7, 2006",Iraq,https://cpj.org/data/people/ismail-amin-ali/
Israel Gonçalves Silva,Rádio Itaenga FM,"November 10, 2015",Brazil,https://cpj.org/data/people/israel-goncalves-silva/
Israel Vázquez Rangel,El Salmantino,"November 9, 2020",Mexico,https://cpj.org/data/people/israel-vazquez-rangel/
Issam Abdallah,Reuters,"October 13, 2023",Lebanon,https://cpj.org/data/people/issam-abdallah/
Issam Bhar,Al-Aqsa TV,"October 17, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/issam-bhar/
Issam Obeid,Freelance,"January 31, 2013",Syria,https://cpj.org/data/people/issam-obeid/
Issam Tillawi,Voice of Palestine,"September 22, 2002",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/issam-tillawi/
Ítalo Eduardo Diniz Barros,Blog Ítalo Diniz,"November 13, 2015",Brazil,https://cpj.org/data/people/italo-eduardo-diniz-barros/
Ivan Darío Pelayo,Llanorámica,"August 17, 1995",Colombia,https://cpj.org/data/people/ivan-dario-pelayo/
Ivan Safronov,Kommersant,"March 2, 2007",Russia,https://cpj.org/data/people/ivan-safronov/
Ivo Pukanic,Nacional,"October 23, 2008",Croatia,https://cpj.org/data/people/ivo-pukanic/
Ivo Standeker,Mladina,"June 17, 1992",Bosnia,https://cpj.org/data/people/ivo-standeker/
Iyad El-Ruwagh,Al-Aqsa Voice Radio,"January 25, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/iyad-el-ruwagh/
Iyad Matar,Al-Aqsa TV,"November 1, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/iyad-matar/
Izzet Kezer,Sabah,"March 23, 1992",Turkey,https://cpj.org/data/people/izzet-kezer/
Jabr Abu Hadrous,Quds Al-Youm,"December 29, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/jabr-abu-hadrous/
Jacinto Romero Flores,Ori Stereo FM,"August 19, 2021",Mexico,https://cpj.org/data/people/jacinto-romero-flores/
Jacques Roche,Le Matin,"July 14, 2005",Haiti,https://cpj.org/data/people/jacques-roche/
Jagadish Babu,Eenadu Television (E-TV),"November 19, 1997",India,https://cpj.org/data/people/jagadish-babu/
Jagendra Singh,Freelance,"June 8, 2015",India,https://cpj.org/data/people/jagendra-singh/
Jaime Garzón,"Radionet, Caracol Noticias","August 13, 1999",Colombia,https://cpj.org/data/people/jaime-garzon/
Jaime Rengifo Revero,Olímpica Radio,"April 29, 2003",Colombia,https://cpj.org/data/people/jaime-rengifo-revero/
Jairo Elías Márquez Gallego,El Marqués,"November 20, 1997",Colombia,https://cpj.org/data/people/jairo-elias-marquez-gallego/
Jairo Souza,Rádio Pérola,"June 21, 2018",Brazil,https://cpj.org/data/people/jairo-souza/
Jalaa al-Abadi,Nineveh Reporters Network,"July 15, 2015",Iraq,https://cpj.org/data/people/jalaa-al-abadi/
Jamal Abdul-Nasser Sami,Salaheddin TV,"December 23, 2013",Iraq,https://cpj.org/data/people/jamal-abdul-nasser-sami/
Jamal Al-Faqaawi,Mithaq Media Foundation,"October 25, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/jamal-al-faqaawi/
Jamal al-Sharaabi,Al-Masdar,"March 18, 2011",Yemen,https://cpj.org/data/people/jamal-al-sharaabi/
Jamal al-Zubaidi,As-Saffir and Al-Dustour,"February 24, 2007",Iraq,https://cpj.org/data/people/jamal-al-zubaidi/
Jamal Farah Adan,Freelance,"March 1, 2021",Somalia,https://cpj.org/data/people/jamal-farah-adan/
Jamal Khalifeh,Freelance,"April 1, 2015",Syria,https://cpj.org/data/people/jamal-khalifeh/
Jamal Khashoggi,The Washington Post,"October 2, 2018",Saudi Arabia,https://cpj.org/data/people/jamal-khashoggi/
Jamal Mohamed Haniyeh,Amwaj,"November 21, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/jamal-mohamed-haniyeh/
Jamal Uddin,Gramer Kagoj,"June 15, 2012",Bangladesh,https://cpj.org/data/people/jamal-uddin/
James Brolan,CBS,"May 29, 2006",Iraq,https://cpj.org/data/people/james-brolan/
James Foley,Freelance,August 2014,Syria,https://cpj.org/data/people/james-foley/
James Miller,Freelance,"May 2, 2003",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/james-miller/
James Ogogo,Concord Times,"January 8, 1999",Sierra Leone,https://cpj.org/data/people/james-ogogo/
James P. Hunter,"Fort Campbell Courier, U.S. military publications","June 24, 2010",Afghanistan,https://cpj.org/data/people/james-p-hunter/
Jamshed Davliyatmamatov,Khovar Information Agency,"December, 1992",Tajikistan,https://cpj.org/data/people/jamshed-davliyatmamatov/
Ján Kuciak,Aktuality,"February 21, 2018",Slovakia,https://cpj.org/data/people/jan-kuciak/
Janullah Hashimzada,freelance,"August 24, 2009",Pakistan,https://cpj.org/data/people/janullah-hashimzada/
Jarosław Ziętara,Gazeta Poznańska,"Disappeared September 1, 1992",Poland,https://cpj.org/data/people/jaroslaw-zietara/
Jaruek Rangcharoen,Matichon,"September 27, 2008",Thailand,https://cpj.org/data/people/jaruek-rangcharoen/
Jassim al-Batat,Al-Nakhil TV and Radio,"April 25, 2008",Iraq,https://cpj.org/data/people/jassim-al-batat/
Javed Ahmed Mir,Channel 9,"August 13, 2008",India,https://cpj.org/data/people/javed-ahmed-mir/
Javed Khan,Markaz and DM Digital TV,"July 3, 2007",Pakistan,https://cpj.org/data/people/javed-khan/
Javed Naseer Rind,Daily Tawar,November 2011,Pakistan,https://cpj.org/data/people/javed-naseer-rind/
Javier Valdez Cárdenas,"Ríodoce,La Jornada","May 15, 2017",Mexico,https://cpj.org/data/people/javier-valdez-cardenas/
Jean Cabut (Cabu),Charlie Hebdo,"January 7, 2015",France,https://cpj.org/data/people/jean-cabut-cabu/
Jean Hélène,Radio France Internationale,"October 21, 2003",Ivory Coast,https://cpj.org/data/people/jean-helene/
Jean Léopold Dominique,Radio Haïti Inter,"April 3, 2000",Haiti,https://cpj.org/data/people/jean-leopold-dominique/
Jean-Claude Jumel,TF-1,"June 18, 1993",Somalia,https://cpj.org/data/people/jean-claude-jumel/
Jean-Jacques Ola Bebe,Freelance,"February 2-3, 2023",Cameroon,https://cpj.org/data/people/jean-jacques-ola-bebe/
Jean-Léonard Rugambage,Umuvugizi,"June 26, 2010",Rwanda,https://cpj.org/data/people/jean-leonard-rugambage/
Jean-Rémy Badio,freelance,"January 19, 2007",Haiti,https://cpj.org/data/people/jean-remy-badio/
Jeff German,Las Vegas Review-Journal,"September 2, 2022",USA,https://cpj.org/data/people/jeff-german/
Jefferson Pureza Lopes,Beira Rio FM,"January 17, 2018",Brazil,https://cpj.org/data/people/jefferson-pureza-lopes/
"Jenner ""J.C."" Cole",SKY-FM,"January 9, 1999",Sierra Leone,https://cpj.org/data/people/jenner-j-c-cole/
Jepon Cadagdagon,Saksi News,"November 23, 2009",Philippines,https://cpj.org/data/people/jepon-cadagdagon/
Jeremy Little,NBC News,"July 6, 2003",Iraq,https://cpj.org/data/people/jeremy-little/
Jerges Mahmood Mohamad Suleiman,Nineveh TV,"May 31, 2005",Iraq,https://cpj.org/data/people/jerges-mahmood-mohamad-suleiman/
Jeroen Oerlemans,Freelance,"October 2, 2016",Libya,https://cpj.org/data/people/jeroen-oerlemans/
Jessé Medina Parra,El Fogonazo,"January 28, 1994",Colombia,https://cpj.org/data/people/jesse-medina-parra/
Jesús Abel Bueno León,7 Días,"May 22, 1997",Mexico,https://cpj.org/data/people/jesus-abel-bueno-leon/
Jesus Malabanan,"Manila Standard,Manila Times,Bandera","December 8, 2021",Philippines,https://cpj.org/data/people/jesus-malabanan/
Jhannah Villegas,"Sagad and Bugso,Radyo Ukay,Energy FM 106.7","April 15, 2022",Philippines,https://cpj.org/data/people/jhannah-villegas/
Jhoy Duhay,Gold Star Daily,"November 23, 2009",Philippines,https://cpj.org/data/people/jhoy-duhay/
Jihad Jamal,Freelance,"November 2, 2016",Syria,https://cpj.org/data/people/jihad-jamal/
Jihan Belkin,Hawar News Agency (ANHA),"December 19, 2024",Syria,https://cpj.org/data/people/jihan-belkin/
Jimmy Higenyi,United Media Consultants and Trainers,"January 12, 2002",Uganda,https://cpj.org/data/people/jimmy-higenyi/
Jimmy Jean,Moun Afe Bon,"December 24, 2024",Haiti,https://cpj.org/data/people/jimmy-jean/
Joao Alberto Ferreira Souto,Jornal do Estado,"February 19, 1994",Brazil,https://cpj.org/data/people/joao-alberto-ferreira-souto/
João Miranda do Carmo,SAD Sem Censura,"July 24, 2016",Brazil,https://cpj.org/data/people/joao-miranda-do-carmo/
Joaquin Briones,Remate,"March 13, 2017",Philippines,https://cpj.org/data/people/joaquin-briones/
Joas Dignos,DXGT Radio,"November 29, 2013",Philippines,https://cpj.org/data/people/joas-dignos/
Jobert Bercasio,Balangibog,"September 14, 2020",Philippines,https://cpj.org/data/people/jobert-bercasio/
Jochen Piest,Stern,"January 10, 1995",Russia,https://cpj.org/data/people/jochen-piest/
Joël Mumbere Musavuli,Radio Télévision Communautaire de Babombi,"August 13, 2021",Democratic Republic of the Congo,https://cpj.org/data/people/joel-mumbere-musavuli/
Joel Parcon,Prontiera News,"November 23, 2009",Philippines,https://cpj.org/data/people/joel-parcon/
Joey Llana,Home Radio Legazpi,"July 20, 2018",Philippines,https://cpj.org/data/people/joey-llana/
Johanne Sutton,Radio France Internationale,"November 11, 2001",Afghanistan,https://cpj.org/data/people/johanne-sutton/
John Caniban,Periodico Ini,"November 23, 2009",Philippines,https://cpj.org/data/people/john-caniban/
John Kituyi,Mirror Weekly,"April 30, 2015",Kenya,https://cpj.org/data/people/john-kituyi/
John McNamara,Capital Gazette,"June 28, 2018",USA,https://cpj.org/data/people/john-mcnamara/
John Schofield,BBC,"August 9, 1995",Croatia,https://cpj.org/data/people/john-schofield/
John Wesley Amady,Radio Écoute FM,"January 6, 2022",Haiti,https://cpj.org/data/people/john-wesley-amady/
Jojo Trajano,Remate,"June 3, 2009",Philippines,https://cpj.org/data/people/jojo-trajano/
Jolito Evardo,UNTV,"November 23, 2009",Philippines,https://cpj.org/data/people/jolito-evardo/
Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Shahba Press Agency,"October 27, 2015",Syria,https://cpj.org/data/people/jomaa-al-ahmad-abu-al-nour-al-halabi/
Jordi Pujol,Avui,"May 17, 1992",Bosnia,https://cpj.org/data/people/jordi-pujol/
Jorge Aguirre,Cadena Capriles (El Mundo),"April 5, 2006",Venezuela,https://cpj.org/data/people/jorge-aguirre/
Jorge Celestino Ruiz Vázquez,El Gráfico,"August 2, 2019",Mexico,https://cpj.org/data/people/jorge-celestino-ruiz-vazquez/
Jorge Enrique Urbano Sánchez,Mar Estéreo,"July 8, 2001",Colombia,https://cpj.org/data/people/jorge-enrique-urbano-sanchez/
Jorge Ibraín Tortoza Cruz,2001,"April 11, 2002",Venezuela,https://cpj.org/data/people/jorge-ibrain-tortoza-cruz/
Jorge Luis Marroquín Sagastume,Sol Chortí,"June 5, 1997",Guatemala,https://cpj.org/data/people/jorge-luis-marroquin-sagastume/
Jorge Martín Dorantes,El Crucero,"June 6, 1994",Mexico,https://cpj.org/data/people/jorge-martin-dorantes/
Jorge Miguel Armenta Ávalos,"Última Palabra,Medios Obson","May 16, 2020",Mexico,https://cpj.org/data/people/jorge-miguel-armenta-avalos/
Jorge Mynor Alegría Armendáriz,Radio Amatique,"September 5, 2001",Guatemala,https://cpj.org/data/people/jorge-mynor-alegria-armendariz/
José Abelardo Liz,Nación Nasa,"August 13, 2020",Colombia,https://cpj.org/data/people/jose-abelardo-liz/
José Agustín Silvestre de los Santos,"La Voz de la Verdad, Caña TV","August 2, 2011",Dominican Republic,https://cpj.org/data/people/jose-agustin-silvestre-de-los-santos/
José Armando Rodríguez Carreón,El Diario de Ciudad Juárez,"November 13, 2008",Mexico,https://cpj.org/data/people/jose-armando-rodriguez-carreon/
José Cândido de Amorim Filho,Rádio Alternativa,"July 1, 2005",Brazil,https://cpj.org/data/people/jose-candido-de-amorim-filho/
José Carlos Araújo,Rádio Timbaúba FM,"April 24, 2004",Brazil,https://cpj.org/data/people/jose-carlos-araujo/
José Carlos Mesquita,TV Ouro Verde,"March 10, 1998",Brazil,https://cpj.org/data/people/jose-carlos-mesquita/
José Couso,Telecinco,"April 8, 2003",Iraq,https://cpj.org/data/people/jose-couso/
José Duviel Vásquez Arias,La Voz de la Selva,"July 6, 2001",Colombia,https://cpj.org/data/people/jose-duviel-vasquez-arias/
José Emeterio Rivas,Radio Calor Estéreo,"April 6, 2003",Colombia,https://cpj.org/data/people/jose-emeterio-rivas/
José Everardo Aguilar,Radio Súper and Bolívar Estéreo,"April 29, 2009",Colombia,https://cpj.org/data/people/jose-everardo-aguilar/
José Luis Cabezas,Noticias,"January 25, 1997",Argentina,https://cpj.org/data/people/jose-luis-cabezas/
José Luis López de la Calle,El Mundo,"May 7, 2000",Spain,https://cpj.org/data/people/jose-luis-lopez-de-la-calle/
José Luis Ortega Mata,Semanario de Ojinaga,"February 19, 2001",Mexico,https://cpj.org/data/people/jose-luis-ortega-mata/
Jose Manuel,Benguela Province Radio,"May 1, 1993",Angola,https://cpj.org/data/people/jose-manuel/
Jose Maria dos Santos,Radio Morena,"May 1, 1993",Angola,https://cpj.org/data/people/jose-maria-dos-santos/
José Moisés Sánchez Cerezo,La Unión,"January 2, 2015",Mexico,https://cpj.org/data/people/jose-moises-sanchez-cerezo/
José Roberto Ornelas de Lemos,Jornal Hora H,"June 11, 2013",Brazil,https://cpj.org/data/people/jose-roberto-ornelas-de-lemos/
Joselito Agustin,DZJC,"June 15, 2010",Philippines,https://cpj.org/data/people/joselito-agustin/
Joseph Hernández Ochoa,TV Channel 51,"March 1, 2010",Honduras,https://cpj.org/data/people/joseph-hernandez-ochoa/
"Juan ""Jun"" Pala",DXGO Radio,"September 6, 2003",Philippines,https://cpj.org/data/people/juan-jun-pala/
Juan Camilo Restrepo Guerra,Radio Galaxia Estéreo,"October 31, 2000",Colombia,https://cpj.org/data/people/juan-camilo-restrepo-guerra/
Juan Carlos Benavides Arévalo,Manantial Estéreo,"August 22, 2003",Colombia,https://cpj.org/data/people/juan-carlos-benavides-arevalo/
Juan Carlos Encinas,Freelancer,"July 29, 2001",Bolivia,https://cpj.org/data/people/juan-carlos-encinas/
Juan Carlos Vásquez,Ultima Hora,"July 2, 1995",Dominican Republic,https://cpj.org/data/people/juan-carlos-vasquez/
Juan Emilio Andújar Matos,Radio Azua and Listín Diario,"September 14, 2004",Dominican Republic,https://cpj.org/data/people/juan-emilio-andujar-matos/
Juan Javier Ortega Reyes,El Comercio,April 10-April 12 2018,Colombia,https://cpj.org/data/people/juan-javier-ortega-reyes/
Julio Anguita Parrado,El Mundo,"April 7, 2003",Iraq,https://cpj.org/data/people/julio-anguita-parrado/
Julio Augusto García Romero,La Bocina and Punto de Vista,"April 19, 2005",Ecuador,https://cpj.org/data/people/julio-augusto-garcia-romero/
Julio César Da Rosa,Radio del Centro,"February 24, 2000",Uruguay,https://cpj.org/data/people/julio-cesar-da-rosa/
Julio Fuentes,El Mundo,"November 19, 2001",Afghanistan,https://cpj.org/data/people/julio-fuentes/
Julio Hernando Palacios Sánchez,Radio Lemas,"January 11, 2005",Colombia,https://cpj.org/data/people/julio-hernando-palacios-sanchez/
Julio Valdivia,El Mundo,"September 9, 2020",Mexico,https://cpj.org/data/people/julio-valdivia/
Jyotirmoy Dey,Midday,"June 11, 2011",India,https://cpj.org/data/people/jyotirmoy-dey/
Kamal Hossain,Ajker Kagoj,"August 22, 2004",Bangladesh,https://cpj.org/data/people/kamal-hossain/
Kamal Manahi Anbar,freelance,"March 26, 2006",Iraq,https://cpj.org/data/people/kamal-manahi-anbar/
Kamel abu al-Walid,Jarabulus Media Office,"March 19, 2018",Syria,https://cpj.org/data/people/kamel-abu-al-walid/
Kamran Dawar,"Freelance,Waziristan TV","May 21, 2024",Pakistan,https://cpj.org/data/people/kamran-dawar/
Karam Hussein,European Pressphoto Agency,"October 14, 2004",Iraq,https://cpj.org/data/people/karam-hussein/
Karam Kabishou,Sama TV,"December 29, 2017",Syria,https://cpj.org/data/people/karam-kabishou/
Karen Fischer,freelance,"October 7, 2006",Afghanistan,https://cpj.org/data/people/karen-fischer/
Karim Fakhrawi,Al-Wasat,"April 11 or 12, 2011",Bahrain,https://cpj.org/data/people/karim-fakhrawi/
Karmela Sojanovic,Oslobodjenje,"January 10, 1993",Bosnia,https://cpj.org/data/people/karmela-sojanovic/
Karun Misra,Jansandesh Times,"February 13, 2016",India,https://cpj.org/data/people/karun-misra/
